path,absolute_path,type,size_bytes,decision,reason,skip_reason,protected_rule
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/04_报告输出/指定清理报告.md,D:\桌面\codex\workflow1\outputs\工作包\20260426_2000_指定清理与DQN修正版继续实验\04_报告输出\指定清理报告.md,duplicate_by_sha256,9308,skip,duplicate hash with newer/kept file outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/04_报告输出/指定清理候选扫描报告.md; sha256=e11de1f6121c6db0029c8b435b3658630b725f43b1e6a7ba205c2ad25371ed02,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/02_表格输出/external_validation_plugin_approval_queue.csv,D:\桌面\codex\workflow1\outputs\工作包\20260426_1857_科研质量核验_顶级文献对标_工作流强化\02_表格输出\external_validation_plugin_approval_queue.csv,duplicate_by_sha256,1534,skip,duplicate hash with newer/kept file outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/02_表格输出/approval_required_external_tools.csv; sha256=20e60ab66729a00c3ce01445dc91e847f7825565c7778b844cd53edab1036b2b,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/02_表格输出/validation_skill_search_results.csv,D:\桌面\codex\workflow1\outputs\工作包\20260426_1857_科研质量核验_顶级文献对标_工作流强化\02_表格输出\validation_skill_search_results.csv,duplicate_by_sha256,2975,skip,duplicate hash with newer/kept file outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/02_表格输出/quality_validation_tool_evaluation_matrix.csv; sha256=5737055ed157dd78a14c722af8e7af1f25344802e1fa041089b05ba77437fd40,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/02_表格输出/quality_validation_skill_candidates.csv,D:\桌面\codex\workflow1\outputs\工作包\20260426_1857_科研质量核验_顶级文献对标_工作流强化\02_表格输出\quality_validation_skill_candidates.csv,duplicate_by_sha256,2975,skip,duplicate hash with newer/kept file outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/02_表格输出/quality_validation_tool_evaluation_matrix.csv; sha256=5737055ed157dd78a14c722af8e7af1f25344802e1fa041089b05ba77437fd40,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1702_工作流自我升级机制构建/04_报告输出/workflow_self_improvement_github_scout_report.md,D:\桌面\codex\workflow1\outputs\工作包\20260426_1702_工作流自我升级机制构建\04_报告输出\workflow_self_improvement_github_scout_report.md,duplicate_by_sha256,922,skip,duplicate hash with newer/kept file outputs/工作包/20260426_1702_工作流自我升级机制构建/04_报告输出/github_skill_scout_findings.md; sha256=1bc9127a8475126a37b6f7eca0323ef5e4a62c23c046b5a2c0f10e4a9248eba1,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260425_1157_DQN文档驱动建模准备与参数确认/06_配置参数/dqn_model_spec_from_research_plan.yaml,D:\桌面\codex\workflow1\outputs\工作包\20260425_1157_DQN文档驱动建模准备与参数确认\06_配置参数\dqn_model_spec_from_research_plan.yaml,duplicate_by_sha256,63124,skip,duplicate hash with newer/kept file outputs/工作包/20260425_1157_DQN文档驱动建模准备与参数确认/06_配置参数/dqn_model_spec_from_document.yaml; sha256=96cd5cc2b7c5e4faa37693e11b6185b3646328b12f7f7f02ce8cf0eaf14579ca,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/02_表格输出/peanut_belief_mdp_state_features_with_moe_edi.csv,D:\桌面\codex\workflow1\outputs\工作包\20260424_2132_MOE_EDI外部参数匹配\02_表格输出\peanut_belief_mdp_state_features_with_moe_edi.csv,duplicate_by_sha256,3070125,skip,duplicate hash with newer/kept file outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/01_数据输出/peanut_belief_mdp_state_features_with_moe_edi.csv; sha256=73fdfb65201f55928c2c71290a9f913119fb4aa7a90476bfc367e7ebcee66125,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/02_表格输出/peanut_bmdl_parameter_table.csv,D:\桌面\codex\workflow1\outputs\工作包\20260424_2132_MOE_EDI外部参数匹配\02_表格输出\peanut_bmdl_parameter_table.csv,duplicate_by_sha256,657,skip,duplicate hash with newer/kept file outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/01_数据输出/peanut_bmdl_parameter_table.csv; sha256=ec85435082e17706cc583d760b1da9ca76f6d8f647e25021079b64fda8eba670,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/02_表格输出/peanut_consumption_parameter_table.csv,D:\桌面\codex\workflow1\outputs\工作包\20260424_2132_MOE_EDI外部参数匹配\02_表格输出\peanut_consumption_parameter_table.csv,duplicate_by_sha256,51023,skip,duplicate hash with newer/kept file outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/01_数据输出/peanut_consumption_parameter_table.csv; sha256=ba6534032f5377dfc1fc8cba5ec9f32bad3ca69410d8a53c74d2471db70ee44b,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/02_表格输出/peanut_edi_moe_risk_summary.csv,D:\桌面\codex\workflow1\outputs\工作包\20260424_2132_MOE_EDI外部参数匹配\02_表格输出\peanut_edi_moe_risk_summary.csv,duplicate_by_sha256,40648,skip,duplicate hash with newer/kept file outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/01_数据输出/peanut_edi_moe_risk_summary.csv; sha256=f85671e95e12cc98d732c83733c69e9a375cd66dd7258445b1427e3a542a1da3,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/02_表格输出/peanut_edi_moe_risk_table.csv,D:\桌面\codex\workflow1\outputs\工作包\20260424_2132_MOE_EDI外部参数匹配\02_表格输出\peanut_edi_moe_risk_table.csv,duplicate_by_sha256,276390,skip,duplicate hash with newer/kept file outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/01_数据输出/peanut_edi_moe_risk_table.csv; sha256=726715a308ed9a0d61b7863da0b423251770dc1c4766b1d5363675059029767a,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/02_表格输出/peanut_population_parameter_table.csv,D:\桌面\codex\workflow1\outputs\工作包\20260424_2132_MOE_EDI外部参数匹配\02_表格输出\peanut_population_parameter_table.csv,duplicate_by_sha256,45484,skip,duplicate hash with newer/kept file outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/01_数据输出/peanut_population_parameter_table.csv; sha256=a8c41006d289f38c90659dd418a59ffef4021b69ac7f0defaf59a8ba6bf31806,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260424_1908_PEANUT数据清洗与风险底座/04_报告输出/peanut_data_quality_summary.csv,D:\桌面\codex\workflow1\outputs\工作包\20260424_1908_PEANUT数据清洗与风险底座\04_报告输出\peanut_data_quality_summary.csv,duplicate_by_sha256,401,skip,duplicate hash with newer/kept file outputs/工作包/20260424_2049_PEANUT上游查验与浓度修复/07_日志与错误/peanut_cleaning_issue_log.csv; sha256=262a4e91a9c919f4f1916cb4126a60f2b5a5f2b4a760a5b97c439dd53a3aabde,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260424_2048_BetaBinomial信念更新/01_数据输出/peanut_beta_binomial_belief_states.csv,D:\桌面\codex\workflow1\outputs\工作包\20260424_2048_BetaBinomial信念更新\01_数据输出\peanut_beta_binomial_belief_states.csv,duplicate_by_sha256,2366094,skip,duplicate hash with newer/kept file outputs/工作包/20260424_2048_BetaBinomial信念更新/01_数据输出/peanut_belief_mdp_state_features.csv; sha256=a53c2d0eb9a0477cad564673fa77f8c301052338a847a73885fb36263ad5bbc1,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260424_1908_PEANUT数据清洗与风险底座/07_日志与错误/peanut_workflow_run_summary.json,D:\桌面\codex\workflow1\outputs\工作包\20260424_1908_PEANUT数据清洗与风险底座\07_日志与错误\peanut_workflow_run_summary.json,duplicate_by_sha256,1986,skip,duplicate hash with newer/kept file outputs/工作包/20260424_1908_PEANUT数据清洗与风险底座/04_报告输出/peanut_workflow_run_summary.json; sha256=436400eb2bf0b4faab38a676ab4bc40c6914d03b09057970ba8b5566704a8c21,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
